# W0 [GeV]	Sigma_LHeC [pb]	Sigma_muLHC [pb]
3.02726182e+02	2.36708693e-05	3.44082885e-04
3.03685588e+02	2.34684007e-05	3.42739859e-04
3.04648035e+02	2.32668105e-05	3.41395039e-04
3.05613531e+02	2.30689571e-05	3.40053044e-04
3.06582088e+02	2.28704767e-05	3.38706797e-04
3.07553714e+02	2.26713673e-05	3.37356283e-04
3.08528419e+02	2.24716269e-05	3.36001489e-04
3.09506214e+02	2.22739780e-05	3.34647519e-04
3.10487107e+02	2.20791919e-05	3.33295812e-04
3.11471109e+02	2.18837884e-05	3.31939822e-04
3.12458230e+02	2.16877656e-05	3.30579534e-04
3.13448479e+02	2.14911216e-05	3.29214935e-04
3.14441866e+02	2.12978800e-05	3.27854665e-04
3.15438401e+02	2.11065002e-05	3.26495404e-04
3.16438095e+02	2.09145140e-05	3.25131835e-04
3.17440957e+02	2.07219193e-05	3.23763945e-04
3.18446997e+02	2.05287142e-05	3.22391719e-04
3.19456226e+02	2.03402505e-05	3.21035310e-04
3.20468653e+02	2.01525251e-05	3.19679633e-04
3.21484289e+02	1.99642049e-05	3.18319660e-04
3.22503143e+02	1.97752878e-05	3.16955376e-04
3.23525227e+02	1.95857719e-05	3.15586769e-04
3.24550549e+02	1.94023980e-05	3.14213824e-04
3.25579121e+02	1.92185711e-05	3.12836528e-04
3.26610953e+02	1.90341617e-05	3.11454868e-04
3.27646055e+02	1.88491678e-05	3.10068828e-04
3.28684438e+02	1.86647363e-05	3.08682999e-04
3.29726111e+02	1.84856638e-05	3.07316594e-04
3.30771086e+02	1.83060237e-05	3.05945858e-04
3.31819372e+02	1.81258143e-05	3.04570778e-04
3.32870981e+02	1.79450337e-05	3.03191340e-04
3.33925922e+02	1.77661546e-05	3.01818831e-04
3.34984207e+02	1.75914554e-05	3.00463651e-04
3.36045845e+02	1.74162025e-05	2.99104177e-04
3.37110849e+02	1.72403942e-05	2.97740394e-04
3.38179227e+02	1.70640287e-05	2.96372288e-04
3.39250992e+02	1.68909066e-05	2.94999848e-04
3.40326153e+02	1.67206983e-05	2.93623057e-04
3.41404721e+02	1.65499506e-05	2.92241903e-04
3.42486708e+02	1.63786618e-05	2.90856372e-04
3.43572124e+02	1.62068301e-05	2.89466450e-04
3.44660979e+02	1.60396452e-05	2.88097258e-04
3.45753286e+02	1.58741103e-05	2.86734280e-04
3.46849054e+02	1.57080507e-05	2.85366982e-04
3.47948295e+02	1.55414648e-05	2.83995351e-04
3.49051020e+02	1.53743510e-05	2.82619374e-04
3.50157239e+02	1.52132604e-05	2.81274236e-04
3.51266965e+02	1.50525086e-05	2.79929397e-04
3.52380207e+02	1.48912474e-05	2.78580297e-04
3.53496977e+02	1.47294751e-05	2.77226921e-04
3.54617287e+02	1.45679173e-05	2.75869256e-04
3.55741147e+02	1.44161194e-05	2.74507288e-04
3.56868569e+02	1.42638403e-05	2.73141003e-04
3.57999564e+02	1.41110787e-05	2.71770389e-04
3.59134144e+02	1.39578330e-05	2.70395431e-04
3.60272319e+02	1.38041015e-05	2.69026403e-04
3.61414101e+02	1.36498829e-05	2.67684439e-04
3.62559502e+02	1.34951755e-05	2.66338222e-04
3.63708533e+02	1.33399778e-05	2.64987739e-04
3.64861205e+02	1.31842883e-05	2.63632975e-04
3.66017531e+02	1.30328878e-05	2.62286098e-04
3.67177521e+02	1.28874122e-05	2.60951264e-04
3.68341187e+02	1.27414755e-05	2.59612199e-04
3.69508542e+02	1.25950763e-05	2.58268891e-04
3.70679595e+02	1.24482131e-05	2.56921325e-04
3.71854361e+02	1.23053357e-05	2.55596916e-04
3.73032849e+02	1.21648720e-05	2.54285974e-04
3.74215072e+02	1.20239632e-05	2.52970877e-04
3.75401042e+02	1.18826078e-05	2.51651612e-04
3.76590771e+02	1.17408044e-05	2.50328166e-04
3.77784270e+02	1.16042321e-05	2.49000526e-04
3.78981551e+02	1.14687440e-05	2.47668678e-04
3.80182627e+02	1.13328266e-05	2.46332610e-04
3.81387510e+02	1.11964783e-05	2.44992307e-04
3.82596211e+02	1.10596980e-05	2.43647756e-04
3.83808742e+02	1.09293961e-05	2.42344917e-04
3.85025117e+02	1.07988927e-05	2.41039356e-04
3.86245346e+02	1.06679758e-05	2.39729657e-04
3.87469442e+02	1.05366439e-05	2.38415807e-04
3.88697418e+02	1.04064663e-05	2.37102673e-04
3.89929286e+02	1.02847122e-05	2.35812826e-04
3.91165058e+02	1.01625722e-05	2.34518891e-04
3.92404746e+02	1.00400451e-05	2.33220855e-04
3.93648363e+02	9.91712969e-06	2.31918705e-04
3.94895921e+02	9.79382473e-06	2.30623302e-04
3.96147433e+02	9.67012900e-06	2.29345712e-04
3.97402912e+02	9.54604124e-06	2.28064073e-04
3.98662369e+02	9.42156022e-06	2.26778372e-04
3.99925818e+02	9.29668470e-06	2.25488597e-04
4.01193271e+02	9.17996715e-06	2.24211762e-04
4.02464741e+02	9.07102133e-06	2.22947087e-04
4.03740240e+02	8.96173024e-06	2.21678405e-04
4.05019782e+02	8.85209279e-06	2.20405702e-04
4.06303378e+02	8.74210787e-06	2.19128965e-04
4.07591043e+02	8.63177438e-06	2.17871442e-04
4.08882789e+02	8.52109122e-06	2.16620226e-04
4.10178629e+02	8.41005728e-06	2.15365044e-04
4.11478575e+02	8.29867145e-06	2.14105884e-04
4.12782641e+02	8.18693261e-06	2.12842733e-04
4.14090840e+02	8.07483965e-06	2.11605434e-04
4.15403185e+02	7.96239145e-06	2.10368508e-04
4.16719689e+02	7.84958686e-06	2.09127661e-04
4.18040366e+02	7.73642478e-06	2.07882883e-04
4.19365228e+02	7.62363055e-06	2.06636057e-04
4.20694288e+02	7.52293553e-06	2.05417821e-04
4.22027561e+02	7.42192139e-06	2.04195725e-04
4.23365059e+02	7.32058712e-06	2.02969756e-04
4.24706796e+02	7.21893169e-06	2.01739901e-04
4.26052786e+02	7.11840656e-06	2.00514261e-04
4.27403041e+02	7.02227141e-06	1.99311037e-04
4.28757575e+02	6.92583159e-06	1.98103999e-04
4.30116402e+02	6.82908613e-06	1.96893136e-04
4.31479536e+02	6.73203406e-06	1.95678436e-04
4.32846989e+02	6.63718824e-06	1.94481241e-04
4.34218777e+02	6.54556474e-06	1.93310179e-04
4.35594912e+02	6.45365088e-06	1.92135406e-04
4.36975408e+02	6.36144571e-06	1.90956910e-04
4.38360279e+02	6.26894833e-06	1.89774680e-04
4.39749539e+02	6.17965304e-06	1.88588702e-04
4.41143202e+02	6.09243141e-06	1.87398966e-04
4.42541282e+02	6.00493335e-06	1.86205459e-04
4.43943793e+02	5.91715799e-06	1.85008169e-04
4.45350749e+02	5.82910445e-06	1.83807086e-04
4.46762163e+02	5.74515829e-06	1.82643338e-04
4.48178051e+02	5.66219613e-06	1.81487626e-04
4.49598426e+02	5.57897104e-06	1.80328252e-04
4.51023302e+02	5.49548220e-06	1.79165203e-04
4.52452694e+02	5.41172876e-06	1.77998469e-04
4.53886616e+02	5.33294375e-06	1.76861724e-04
4.55325083e+02	5.25413160e-06	1.75722808e-04
4.56768108e+02	5.17506967e-06	1.74580283e-04
4.58215707e+02	5.09575718e-06	1.73434138e-04
4.59667893e+02	5.01693439e-06	1.72289207e-04
4.61124682e+02	4.94241842e-06	1.71170456e-04
4.62586088e+02	4.86766628e-06	1.70048159e-04
4.64052125e+02	4.79267724e-06	1.68922306e-04
4.65522808e+02	4.71745054e-06	1.67792884e-04
4.66998152e+02	4.64362592e-06	1.66671103e-04
4.68478172e+02	4.57304440e-06	1.65569546e-04
4.69962883e+02	4.50223919e-06	1.64464499e-04
4.71452299e+02	4.43120959e-06	1.63355949e-04
4.72946435e+02	4.35995488e-06	1.62243886e-04
4.74445306e+02	4.29095524e-06	1.61145785e-04
4.75948928e+02	4.22420471e-06	1.60061596e-04
4.77457315e+02	4.15724264e-06	1.58973971e-04
4.78970482e+02	4.09006835e-06	1.57882900e-04
4.80488445e+02	4.02268117e-06	1.56788370e-04
4.82011218e+02	3.95981276e-06	1.55713922e-04
4.83538818e+02	3.89894940e-06	1.54647039e-04
4.85071259e+02	3.83789315e-06	1.53576774e-04
4.86608557e+02	3.77664339e-06	1.52503117e-04
4.88150726e+02	3.71519952e-06	1.51426058e-04
4.89697783e+02	3.65356092e-06	1.50375163e-04
4.91249743e+02	3.59172698e-06	1.49325625e-04
4.92806622e+02	3.52969707e-06	1.48272760e-04
4.94368435e+02	3.46747057e-06	1.47216559e-04
4.95935197e+02	3.40534530e-06	1.46159247e-04
4.97506925e+02	3.34949256e-06	1.45147063e-04
4.99083634e+02	3.29346281e-06	1.44131672e-04
5.00665340e+02	3.23725549e-06	1.43113062e-04
5.02252058e+02	3.18087004e-06	1.42091224e-04
5.03843806e+02	3.12525205e-06	1.41066148e-04
5.05440598e+02	3.07272285e-06	1.40037823e-04
5.07042450e+02	3.02002716e-06	1.39006239e-04
5.08649379e+02	2.96716448e-06	1.37971385e-04
5.10261401e+02	2.91413426e-06	1.36933252e-04
5.11878532e+02	2.86256075e-06	1.35912611e-04
5.13500787e+02	2.81320676e-06	1.34919216e-04
5.15128184e+02	2.76369636e-06	1.33922672e-04
5.16760739e+02	2.71402904e-06	1.32922970e-04
5.18398468e+02	2.66420432e-06	1.31920099e-04
5.20041386e+02	2.61647978e-06	1.30943138e-04
5.21689512e+02	2.57019779e-06	1.29983611e-04
5.23342861e+02	2.52376912e-06	1.29021043e-04
5.25001450e+02	2.47719331e-06	1.28055424e-04
5.26665295e+02	2.43046989e-06	1.27086745e-04
5.28334413e+02	2.38643158e-06	1.26114996e-04
5.30008821e+02	2.34311363e-06	1.25140168e-04
5.31688536e+02	2.29965840e-06	1.24162250e-04
5.33373574e+02	2.25606544e-06	1.23181232e-04
5.35063952e+02	2.21233434e-06	1.22197106e-04
5.36759687e+02	2.17179675e-06	1.21257049e-04
5.38460797e+02	2.13131288e-06	1.20316593e-04
5.40167298e+02	2.09070071e-06	1.19373157e-04
5.41879207e+02	2.04995984e-06	1.18426731e-04
5.43596541e+02	2.00952106e-06	1.17481500e-04
5.45319318e+02	1.97186883e-06	1.16561629e-04
5.47047555e+02	1.93409727e-06	1.15638842e-04
5.48781269e+02	1.89620600e-06	1.14713131e-04
5.50520478e+02	1.85819465e-06	1.13784487e-04
5.52265199e+02	1.82104396e-06	1.12862851e-04
5.54015449e+02	1.78596432e-06	1.11960498e-04
5.55771246e+02	1.75077350e-06	1.11055285e-04
5.57532607e+02	1.71547115e-06	1.10147203e-04
5.59299550e+02	1.68005692e-06	1.09236243e-04
5.61072094e+02	1.64601058e-06	1.08337948e-04
5.62850255e+02	1.61339498e-06	1.07452973e-04
5.64634051e+02	1.58067601e-06	1.06565194e-04
5.66423501e+02	1.54785335e-06	1.05674601e-04
5.68218621e+02	1.51492667e-06	1.04781185e-04
5.70019431e+02	1.48382094e-06	1.03906092e-04
5.71825948e+02	1.45356007e-06	1.03038591e-04
5.73638191e+02	1.42320331e-06	1.02168341e-04
5.75456176e+02	1.39275033e-06	1.01295333e-04
5.77279924e+02	1.36220085e-06	1.00419559e-04
5.79109451e+02	1.33387006e-06	9.95674441e-05
5.80944776e+02	1.30585142e-06	9.87172179e-05
5.82785918e+02	1.27774398e-06	9.78642970e-05
5.84632895e+02	1.24954746e-06	9.70086731e-05
5.86485725e+02	1.22134697e-06	9.61513528e-05
5.88344428e+02	1.19555107e-06	9.53209686e-05
5.90209021e+02	1.16967341e-06	9.44879527e-05
5.92079523e+02	1.14371374e-06	9.36522968e-05
5.93955953e+02	1.11767180e-06	9.28139925e-05
5.95838330e+02	1.09206708e-06	9.19795394e-05
5.97726673e+02	1.06829383e-06	9.11663901e-05
5.99621000e+02	1.04444525e-06	9.03506637e-05
6.01521331e+02	1.02052108e-06	8.95323522e-05
6.03427685e+02	9.96521094e-07	8.87114472e-05
6.05340080e+02	9.73347800e-07	8.78997848e-05
6.07258536e+02	9.51487285e-07	8.71037374e-05
6.09183072e+02	9.29557491e-07	8.63051672e-05
6.11113707e+02	9.07558195e-07	8.55040661e-05
6.13050461e+02	8.85489179e-07	8.47004262e-05
6.14993353e+02	8.64589715e-07	8.39111059e-05
6.16942402e+02	8.44539413e-07	8.31317405e-05
6.18897628e+02	8.24425567e-07	8.23499051e-05
6.20859051e+02	8.04247976e-07	8.15655919e-05
6.22826690e+02	7.84006438e-07	8.07787930e-05
6.24800565e+02	7.65232135e-07	8.00113692e-05
6.26780696e+02	7.46892364e-07	7.92485682e-05
6.28767102e+02	7.28494471e-07	7.84833497e-05
6.30759803e+02	7.10038271e-07	7.77157061e-05
6.32758820e+02	6.91523579e-07	7.69456296e-05
6.34764172e+02	6.74730815e-07	7.61999440e-05
6.36775879e+02	6.58004365e-07	7.54536965e-05
6.38793962e+02	6.41224906e-07	7.47050839e-05
6.40818441e+02	6.24392269e-07	7.39540988e-05
6.42849335e+02	6.07715883e-07	7.32040463e-05
6.44886666e+02	5.92555370e-07	7.24764097e-05
6.46930454e+02	5.77346809e-07	7.17464670e-05
6.48980719e+02	5.62090050e-07	7.10142111e-05
6.51037482e+02	5.46784939e-07	7.02796344e-05
6.53100763e+02	5.31925727e-07	6.95510232e-05
6.55170583e+02	5.18181302e-07	6.88395932e-05
6.57246963e+02	5.04393319e-07	6.81259084e-05
6.59329923e+02	4.90561638e-07	6.74099619e-05
6.61419485e+02	4.76686121e-07	6.66917463e-05
6.63515669e+02	4.63506246e-07	6.59843709e-05
6.65618496e+02	4.51088235e-07	6.52890055e-05
6.67727987e+02	4.38630869e-07	6.45914362e-05
6.69844164e+02	4.26134024e-07	6.38916562e-05
6.71967048e+02	4.13597572e-07	6.31896584e-05
6.74096659e+02	4.01969371e-07	6.25032023e-05
6.76233020e+02	3.90792462e-07	6.18237192e-05
6.78376151e+02	3.79580130e-07	6.11420827e-05
6.80526075e+02	3.68332264e-07	6.04582858e-05
6.82682812e+02	3.57048752e-07	5.97723219e-05
6.84846384e+02	3.46849135e-07	5.91064257e-05
6.87016813e+02	3.36828798e-07	5.84426225e-05
6.89194120e+02	3.26776706e-07	5.77767156e-05
6.91378328e+02	3.16692755e-07	5.71086983e-05
6.93569458e+02	3.06615643e-07	5.64391349e-05
6.95767532e+02	2.98227495e-07	5.57927769e-05
6.97972573e+02	2.89812763e-07	5.51443706e-05
7.00184601e+02	2.81371363e-07	5.44939092e-05
7.02403641e+02	2.72903210e-07	5.38413864e-05
7.04629712e+02	2.64408220e-07	5.31919520e-05
7.06862839e+02	2.55886307e-07	5.25607496e-05
7.09103043e+02	2.47337387e-07	5.19275468e-05
7.11350347e+02	2.38761373e-07	5.12923372e-05
7.13604772e+02	2.30158180e-07	5.06551145e-05
7.15866343e+02	2.22327593e-07	5.00254930e-05
7.18135081e+02	2.15758902e-07	4.94093524e-05
7.20411009e+02	2.09169394e-07	4.87912592e-05
7.22694150e+02	2.02559002e-07	4.81712070e-05
7.24984527e+02	1.95927660e-07	4.75491898e-05
7.27282163e+02	1.89275302e-07	4.69391080e-05
7.29587080e+02	1.82601862e-07	4.63378374e-05
7.31899302e+02	1.75907271e-07	4.57346612e-05
7.34218852e+02	1.69191465e-07	4.51295734e-05
7.36545753e+02	1.62454374e-07	4.45225679e-05
7.38880029e+02	1.56719815e-07	4.39316754e-05
7.41221702e+02	1.51317467e-07	4.33450826e-05
7.43570797e+02	1.45897997e-07	4.27566307e-05
7.45927336e+02	1.40461352e-07	4.21663139e-05
7.48291344e+02	1.35007477e-07	4.15741262e-05
7.50662844e+02	1.30262994e-07	4.10020205e-05
7.53041860e+02	1.25561503e-07	4.04298551e-05
7.55428415e+02	1.20845112e-07	3.98558763e-05
7.57822534e+02	1.16113773e-07	3.92800785e-05
7.60224241e+02	1.11443319e-07	3.87049512e-05
7.62633559e+02	1.07392350e-07	3.81488603e-05
7.65050512e+02	1.03328543e-07	3.75910070e-05
7.67475126e+02	9.92518562e-08	3.70313857e-05
7.69907423e+02	9.51622500e-08	3.64699909e-05
7.72347429e+02	9.13183158e-08	3.59134424e-05
7.74795168e+02	8.81032294e-08	3.53715517e-05
7.77250665e+02	8.48779537e-08	3.48279437e-05
7.79713943e+02	8.16424564e-08	3.42826128e-05
7.82185028e+02	7.83967050e-08	3.37355537e-05
7.84663945e+02	7.51406672e-08	3.31972508e-05
7.87150718e+02	7.18743103e-08	3.26691558e-05
7.89645371e+02	6.85976016e-08	3.21393871e-05
7.92147931e+02	6.53105082e-08	3.16079394e-05
7.94658423e+02	6.20129974e-08	3.10748075e-05
7.97176870e+02	5.92324216e-08	3.05609281e-05
7.99703299e+02	5.67281694e-08	3.00567428e-05
8.02237735e+02	5.42159806e-08	2.95509595e-05
8.04780203e+02	5.16958302e-08	2.90435733e-05
8.07330728e+02	4.91676929e-08	2.85345791e-05
8.09889337e+02	4.71477201e-08	2.80239718e-05
8.12456055e+02	4.52270536e-08	2.75117463e-05
8.15030907e+02	4.33003001e-08	2.69978974e-05
8.17613919e+02	4.13674403e-08	2.64824200e-05
8.20205118e+02	3.94284548e-08	2.59656658e-05
8.22804528e+02	3.74833243e-08	2.54792153e-05
8.25412177e+02	3.55320292e-08	2.49912231e-05
8.28028090e+02	3.35745501e-08	2.45016843e-05
8.30652293e+02	3.16108672e-08	2.40105942e-05
8.33284813e+02	2.97464680e-08	2.35219207e-05
8.35925676e+02	2.83212829e-08	2.30484604e-05
8.38574908e+02	2.68915810e-08	2.25734996e-05
8.41232537e+02	2.54573481e-08	2.20970336e-05
8.43898588e+02	2.40185697e-08	2.16190576e-05
8.46573088e+02	2.26834437e-08	2.11506823e-05
8.49256065e+02	2.15265347e-08	2.06995639e-05
8.51947544e+02	2.03659592e-08	2.02470158e-05
8.54647553e+02	1.92017056e-08	1.97930335e-05
8.57356119e+02	1.80337622e-08	1.93376125e-05
8.60073270e+02	1.69990308e-08	1.88807481e-05
8.62799031e+02	1.60716468e-08	1.84224357e-05
8.65533431e+02	1.51413237e-08	1.79626709e-05
8.68276497e+02	1.42080522e-08	1.75014490e-05
8.71028257e+02	1.32718230e-08	1.70387654e-05
8.73788737e+02	1.24854229e-08	1.65964162e-05
8.76557966e+02	1.17518995e-08	1.61605650e-05
8.79335971e+02	1.10160514e-08	1.57233324e-05
8.82122780e+02	1.02778712e-08	1.52847142e-05
8.84918421e+02	9.53735151e-09	1.48447060e-05
8.87722923e+02	8.95291325e-09	1.44206048e-05
8.90536312e+02	8.38133916e-09	1.39967667e-05
8.93358617e+02	7.80795363e-09	1.35715854e-05
8.96189868e+02	7.23275091e-09	1.31450566e-05
8.99030090e+02	6.66936520e-09	1.27189610e-05
9.01879315e+02	6.23292428e-09	1.23083615e-05
9.04737569e+02	5.79510018e-09	1.18964607e-05
9.07604881e+02	5.35588852e-09	1.14832544e-05
9.10481281e+02	4.91528491e-09	1.10687387e-05
9.13366796e+02	4.50508466e-09	1.06579611e-05
9.16261457e+02	4.17681815e-09	1.02591047e-05
9.19165291e+02	3.84751129e-09	9.85898415e-06
9.22078328e+02	3.51716078e-09	9.45759555e-06
9.25000597e+02	3.18576333e-09	9.05493487e-06
9.27932128e+02	2.89513684e-09	8.65912869e-06
9.30872949e+02	2.65324536e-09	8.27172192e-06
9.33823090e+02	2.41058728e-09	7.88308737e-06
9.36782581e+02	2.16716017e-09	7.49322116e-06
9.39751451e+02	1.92296158e-09	7.10211937e-06
9.42729731e+02	1.72359387e-09	6.72085620e-06
9.45717449e+02	1.54946615e-09	6.34466939e-06
9.48714635e+02	1.37478658e-09	5.96729035e-06
9.51721321e+02	1.19955341e-09	5.58871532e-06
9.54737535e+02	1.02376489e-09	5.20894050e-06
9.57763309e+02	8.92197882e-10	4.84187093e-06
9.60798671e+02	7.70112635e-10	4.47671272e-06
9.63843654e+02	6.47640472e-10	4.11039724e-06
9.66898287e+02	5.24780168e-10	3.74292083e-06
9.69962600e+02	4.01530493e-10	3.37427980e-06
