# W0 [GeV]	Sigma_LHeC [pb]	Sigma_muLHC [pb]	Sigma_FCCmuh [pb]
2.29876579e+02	4.08204312e-05	2.68738847e-04	9.15393241e-04
2.30605108e+02	4.06609865e-05	2.68218790e-04	9.14121205e-04
2.31335946e+02	4.05010185e-05	2.67697000e-04	9.12844768e-04
2.32069101e+02	4.03353742e-05	2.67148946e-04	9.11458165e-04
2.32804579e+02	4.01692048e-05	2.66599155e-04	9.10067168e-04
2.33542388e+02	4.00025089e-05	2.66047622e-04	9.08671763e-04
2.34282535e+02	3.98352847e-05	2.65494340e-04	9.07271935e-04
2.35025028e+02	3.96666981e-05	2.64935009e-04	9.05855445e-04
2.35769874e+02	3.94938846e-05	2.64354844e-04	9.04380228e-04
2.36517081e+02	3.93205235e-05	2.63772839e-04	9.02900335e-04
2.37266655e+02	3.91466129e-05	2.63188991e-04	9.01415752e-04
2.38018606e+02	3.89721511e-05	2.62603292e-04	8.99926465e-04
2.38772939e+02	3.87952491e-05	2.62007733e-04	8.98409014e-04
2.39529663e+02	3.86144985e-05	2.61396343e-04	8.96845911e-04
2.40288785e+02	3.84331751e-05	2.60783015e-04	8.95277854e-04
2.41050313e+02	3.82512770e-05	2.60167743e-04	8.93704828e-04
2.41814255e+02	3.80688024e-05	2.59550522e-04	8.92126817e-04
2.42580617e+02	3.78857496e-05	2.58920398e-04	8.90510717e-04
2.43349409e+02	3.77021166e-05	2.58279154e-04	8.88861922e-04
2.44120637e+02	3.75179016e-05	2.57635879e-04	8.87207902e-04
2.44894309e+02	3.73331028e-05	2.56990565e-04	8.85548639e-04
2.45670433e+02	3.71477183e-05	2.56343206e-04	8.83884119e-04
2.46449016e+02	3.69587428e-05	2.55680506e-04	8.82173529e-04
2.47230067e+02	3.67680368e-05	2.55010700e-04	8.80442150e-04
2.48013594e+02	3.65767264e-05	2.54338772e-04	8.78705284e-04
2.48799604e+02	3.63848097e-05	2.53664714e-04	8.76962914e-04
2.49588104e+02	3.61922848e-05	2.52988519e-04	8.75215021e-04
2.50379104e+02	3.59977048e-05	2.52295041e-04	8.73414248e-04
2.51172610e+02	3.58023607e-05	2.51597819e-04	8.71602932e-04
2.51968632e+02	3.56063974e-05	2.50898388e-04	8.69785876e-04
2.52767176e+02	3.54098131e-05	2.50196740e-04	8.67963062e-04
2.53568251e+02	3.52125291e-05	2.49491604e-04	8.66130252e-04
2.54371864e+02	3.50138271e-05	2.48771173e-04	8.64248019e-04
2.55178025e+02	3.48144954e-05	2.48048459e-04	8.62359821e-04
2.55986740e+02	3.46145320e-05	2.47323455e-04	8.60465640e-04
2.56798018e+02	3.44139349e-05	2.46596153e-04	8.58565455e-04
2.57611868e+02	3.42126674e-05	2.45863166e-04	8.56647502e-04
2.58428296e+02	3.40106677e-05	2.45118664e-04	8.54691518e-04
2.59247313e+02	3.38080279e-05	2.44371802e-04	8.52729335e-04
2.60068924e+02	3.36047459e-05	2.43622573e-04	8.50760934e-04
2.60893140e+02	3.34008196e-05	2.42870970e-04	8.48786295e-04
2.61719968e+02	3.31968448e-05	2.42112190e-04	8.46788024e-04
2.62549416e+02	3.29929555e-05	2.41345134e-04	8.44762150e-04
2.63381493e+02	3.27884201e-05	2.40575647e-04	8.42729856e-04
2.64216207e+02	3.25832364e-05	2.39803721e-04	8.40691121e-04
2.65053566e+02	3.23774024e-05	2.39029349e-04	8.38645925e-04
2.65893579e+02	3.21709162e-05	2.38247381e-04	8.36573274e-04
2.66736255e+02	3.19637755e-05	2.37459920e-04	8.34481761e-04
2.67581600e+02	3.17559783e-05	2.36669964e-04	8.32383619e-04
2.68429625e+02	3.15475226e-05	2.35877504e-04	8.30278827e-04
2.69280338e+02	3.13384062e-05	2.35082533e-04	8.28167365e-04
2.70133747e+02	3.11305466e-05	2.34278831e-04	8.26025687e-04
2.70989860e+02	3.09224745e-05	2.33471136e-04	8.23871753e-04
2.71848686e+02	3.07137430e-05	2.32660883e-04	8.21710993e-04
2.72710235e+02	3.05043500e-05	2.31848061e-04	8.19543385e-04
2.73574514e+02	3.02942933e-05	2.31032663e-04	8.17368908e-04
2.74441531e+02	3.00861387e-05	2.30214681e-04	8.15164386e-04
2.75311297e+02	2.98773441e-05	2.29394107e-04	8.12952701e-04
2.76183819e+02	2.96678877e-05	2.28570932e-04	8.10734006e-04
2.77059106e+02	2.94577676e-05	2.27745149e-04	8.08508279e-04
2.77937168e+02	2.92475393e-05	2.26915911e-04	8.06272234e-04
2.78818012e+02	2.90393121e-05	2.26080041e-04	8.04013489e-04
2.79701647e+02	2.88304250e-05	2.25241523e-04	8.01747585e-04
2.80588083e+02	2.86208758e-05	2.24400347e-04	7.99474501e-04
2.81477329e+02	2.84106625e-05	2.23556505e-04	7.97194212e-04
2.82369392e+02	2.82011159e-05	2.22709952e-04	7.94901187e-04
2.83264283e+02	2.79933417e-05	2.21860649e-04	7.92590822e-04
2.84162010e+02	2.77849090e-05	2.21008654e-04	7.90273136e-04
2.85062582e+02	2.75758157e-05	2.20153959e-04	7.87948104e-04
2.85966008e+02	2.73660598e-05	2.19296555e-04	7.85615704e-04
2.86872297e+02	2.71591864e-05	2.18437436e-04	7.83270728e-04
2.87781459e+02	2.69547470e-05	2.17576467e-04	7.80913807e-04
2.88693502e+02	2.67496598e-05	2.16712770e-04	7.78549416e-04
2.89608435e+02	2.65439226e-05	2.15846336e-04	7.76177531e-04
2.90526268e+02	2.63375333e-05	2.14977156e-04	7.73798130e-04
2.91447009e+02	2.61304900e-05	2.14107909e-04	7.71408249e-04
2.92370669e+02	2.59227904e-05	2.13236976e-04	7.69009625e-04
2.93297256e+02	2.57144327e-05	2.12363284e-04	7.66603399e-04
2.94226780e+02	2.55054146e-05	2.11486822e-04	7.64189547e-04
2.95159249e+02	2.52957341e-05	2.10607583e-04	7.61768045e-04
2.96094674e+02	2.50920644e-05	2.09730596e-04	7.59342100e-04
2.97033063e+02	2.48885217e-05	2.08851412e-04	7.56908840e-04
2.97974426e+02	2.46843339e-05	2.07969442e-04	7.54467868e-04
2.98918773e+02	2.44794990e-05	2.07084677e-04	7.52019161e-04
2.99866112e+02	2.42744454e-05	2.06197642e-04	7.49562693e-04
3.00816454e+02	2.40738896e-05	2.05314176e-04	7.47098440e-04
3.01769807e+02	2.38726983e-05	2.04427909e-04	7.44626377e-04
3.02726182e+02	2.36708693e-05	2.03538834e-04	7.42146479e-04
3.03685588e+02	2.34684007e-05	2.02646942e-04	7.39658723e-04
3.04648035e+02	2.32668105e-05	2.01754409e-04	7.37165624e-04
3.05613531e+02	2.30689571e-05	2.00865343e-04	7.34671943e-04
3.06582088e+02	2.28704767e-05	1.99973459e-04	7.32170359e-04
3.07553714e+02	2.26713673e-05	1.99078748e-04	7.29660847e-04
3.08528419e+02	2.24716269e-05	1.98181202e-04	7.27143382e-04
3.09506214e+02	2.22739780e-05	1.97285454e-04	7.24623518e-04
3.10487107e+02	2.20791919e-05	1.96392813e-04	7.22102815e-04
3.11471109e+02	2.18837884e-05	1.95497342e-04	7.19574123e-04
3.12458230e+02	2.16877656e-05	1.94599034e-04	7.17037417e-04
3.13448479e+02	2.14911216e-05	1.93697879e-04	7.14492672e-04
3.14441866e+02	2.12978800e-05	1.92801190e-04	7.11950347e-04
3.15438401e+02	2.11065002e-05	1.91906161e-04	7.09406410e-04
3.16438095e+02	2.09145140e-05	1.91008295e-04	7.06854411e-04
3.17440957e+02	2.07219193e-05	1.90107584e-04	7.04294323e-04
3.18446997e+02	2.05287142e-05	1.89204018e-04	7.01726123e-04
3.19456226e+02	2.03402505e-05	1.88307941e-04	6.99166461e-04
3.20468653e+02	2.01525251e-05	1.87411608e-04	6.96602848e-04
3.21484289e+02	1.99642049e-05	1.86512434e-04	6.94031110e-04
3.22503143e+02	1.97752878e-05	1.85610410e-04	6.91451222e-04
3.23525227e+02	1.95857719e-05	1.84705528e-04	6.88863158e-04
3.24550549e+02	1.94023980e-05	1.83811983e-04	6.86290465e-04
3.25579121e+02	1.92185711e-05	1.82915876e-04	6.83710066e-04
3.26610953e+02	1.90341617e-05	1.82016929e-04	6.81121490e-04
3.27646055e+02	1.88491678e-05	1.81115133e-04	6.78524711e-04
3.28684438e+02	1.86647363e-05	1.80213009e-04	6.75924041e-04
3.29726111e+02	1.84856638e-05	1.79321115e-04	6.73337582e-04
3.30771086e+02	1.83060237e-05	1.78426394e-04	6.70742927e-04
3.31819372e+02	1.81258143e-05	1.77528837e-04	6.68140049e-04
3.32870981e+02	1.79450337e-05	1.76628436e-04	6.65528921e-04
3.33925922e+02	1.77661546e-05	1.75737077e-04	6.62920164e-04
3.34984207e+02	1.75914554e-05	1.74865715e-04	6.60323561e-04
3.36045845e+02	1.74162025e-05	1.73991591e-04	6.57718730e-04
3.37110849e+02	1.72403942e-05	1.73114697e-04	6.55105643e-04
3.38179227e+02	1.70640287e-05	1.72235024e-04	6.52484275e-04
3.39250992e+02	1.68909066e-05	1.71352563e-04	6.49872626e-04
3.40326153e+02	1.67206983e-05	1.70467305e-04	6.47269117e-04
3.41404721e+02	1.65499506e-05	1.69579241e-04	6.44657357e-04
3.42486708e+02	1.63786618e-05	1.68688363e-04	6.42037320e-04
3.43572124e+02	1.62068301e-05	1.67794662e-04	6.39408980e-04
3.44660979e+02	1.60396452e-05	1.66898129e-04	6.36798182e-04
3.45753286e+02	1.58741103e-05	1.65998754e-04	6.34189972e-04
3.46849054e+02	1.57080507e-05	1.65096528e-04	6.31573497e-04
3.47948295e+02	1.55414648e-05	1.64191444e-04	6.28948730e-04
3.49051020e+02	1.53743510e-05	1.63283491e-04	6.26315644e-04
3.50157239e+02	1.52132604e-05	1.62406018e-04	6.23709013e-04
3.51266965e+02	1.50525086e-05	1.61530087e-04	6.21098631e-04
3.52380207e+02	1.48912474e-05	1.60651381e-04	6.18479977e-04
3.53496977e+02	1.47294751e-05	1.59769890e-04	6.15853023e-04
3.54617287e+02	1.45679173e-05	1.58886950e-04	6.13221920e-04
3.55741147e+02	1.44161194e-05	1.58020213e-04	6.10641454e-04
3.56868569e+02	1.42638403e-05	1.57150729e-04	6.08052810e-04
3.57999564e+02	1.41110787e-05	1.56278489e-04	6.05455962e-04
3.59134144e+02	1.39578330e-05	1.55403485e-04	6.02850885e-04
3.60272319e+02	1.38041015e-05	1.54530819e-04	6.00237551e-04
3.61414101e+02	1.36498829e-05	1.53670992e-04	5.97615935e-04
3.62559502e+02	1.34951755e-05	1.52808439e-04	5.94986010e-04
3.63708533e+02	1.33399778e-05	1.51943152e-04	5.92347751e-04
3.64861205e+02	1.31842883e-05	1.51075123e-04	5.89701130e-04
3.66017531e+02	1.30328878e-05	1.50213308e-04	5.87074712e-04
3.67177521e+02	1.28874122e-05	1.49360766e-04	5.84478257e-04
3.68341187e+02	1.27414755e-05	1.48505522e-04	5.81873573e-04
3.69508542e+02	1.25950763e-05	1.47647567e-04	5.79260634e-04
3.70679595e+02	1.24482131e-05	1.46786894e-04	5.76639414e-04
3.71854361e+02	1.23053357e-05	1.45936944e-04	5.74038577e-04
3.73032849e+02	1.21648720e-05	1.45092964e-04	5.71447976e-04
3.74215072e+02	1.20239632e-05	1.44246308e-04	5.68849164e-04
3.75401042e+02	1.18826078e-05	1.43396970e-04	5.66242115e-04
3.76590771e+02	1.17408044e-05	1.42544939e-04	5.63626805e-04
3.77784270e+02	1.16042321e-05	1.41708142e-04	5.61062281e-04
3.78981551e+02	1.14687440e-05	1.40873482e-04	5.58505406e-04
3.80182627e+02	1.13328266e-05	1.40036177e-04	5.55940427e-04
3.81387510e+02	1.11964783e-05	1.39196218e-04	5.53367320e-04
3.82596211e+02	1.10596980e-05	1.38353597e-04	5.50786058e-04
3.83808742e+02	1.09293961e-05	1.37530590e-04	5.48196615e-04
3.85025117e+02	1.07988927e-05	1.36705657e-04	5.45598966e-04
3.86245346e+02	1.06679758e-05	1.35878109e-04	5.42993084e-04
3.87469442e+02	1.05366439e-05	1.35047939e-04	5.40378944e-04
3.88697418e+02	1.04064663e-05	1.34218634e-04	5.37768394e-04
3.89929286e+02	1.02847122e-05	1.33406378e-04	5.35216385e-04
3.91165058e+02	1.01625722e-05	1.32591548e-04	5.32656287e-04
3.92404746e+02	1.00400451e-05	1.31774135e-04	5.30088076e-04
3.93648363e+02	9.91712969e-06	1.30954131e-04	5.27511725e-04
3.94895921e+02	9.79382473e-06	1.30139182e-04	5.24945222e-04
3.96147433e+02	9.67012900e-06	1.29337079e-04	5.22406899e-04
3.97402912e+02	9.54604124e-06	1.28532433e-04	5.19860531e-04
3.98662369e+02	9.42156022e-06	1.27725238e-04	5.17306093e-04
3.99925818e+02	9.29668470e-06	1.26915484e-04	5.14743560e-04
4.01193271e+02	9.17996715e-06	1.26121321e-04	5.12201126e-04
4.02464741e+02	9.07102133e-06	1.25341922e-04	5.09677496e-04
4.03740240e+02	8.96173024e-06	1.24560054e-04	5.07145867e-04
4.05019782e+02	8.85209279e-06	1.23775707e-04	5.04606216e-04
4.06303378e+02	8.74210787e-06	1.22988875e-04	5.02058516e-04
4.07591043e+02	8.63177438e-06	1.22199549e-04	4.99541818e-04
4.08882789e+02	8.52109122e-06	1.21407722e-04	4.97034434e-04
4.10178629e+02	8.41005728e-06	1.20613385e-04	4.94519104e-04
4.11478575e+02	8.29867145e-06	1.19816531e-04	4.91995802e-04
4.12782641e+02	8.18693261e-06	1.19017151e-04	4.89464504e-04
4.14090840e+02	8.07483965e-06	1.18246869e-04	4.86975288e-04
4.15403185e+02	7.96239145e-06	1.17478696e-04	4.84485391e-04
4.16719689e+02	7.84958686e-06	1.16708089e-04	4.81987604e-04
4.18040366e+02	7.73642478e-06	1.15935039e-04	4.79481900e-04
4.19365228e+02	7.62363055e-06	1.15160866e-04	4.76971451e-04
4.20694288e+02	7.52293553e-06	1.14407006e-04	4.74507854e-04
4.22027561e+02	7.42192139e-06	1.13650757e-04	4.72036449e-04
4.23365059e+02	7.32058712e-06	1.12892111e-04	4.69557211e-04
4.24706796e+02	7.21893169e-06	1.12131061e-04	4.67070117e-04
4.26052786e+02	7.11840656e-06	1.11373299e-04	4.64589005e-04
4.27403041e+02	7.02227141e-06	1.10631617e-04	4.62144976e-04
4.28757575e+02	6.92583159e-06	1.09887585e-04	4.59693202e-04
4.30116402e+02	6.82908613e-06	1.09141194e-04	4.57233658e-04
4.31479536e+02	6.73203406e-06	1.08392438e-04	4.54766319e-04
4.32846989e+02	6.63718824e-06	1.07651277e-04	4.52315757e-04
4.34218777e+02	6.54556474e-06	1.06921735e-04	4.49891900e-04
4.35594912e+02	6.45365088e-06	1.06189881e-04	4.47460361e-04
4.36975408e+02	6.36144571e-06	1.05455708e-04	4.45021116e-04
4.38360279e+02	6.26894833e-06	1.04719208e-04	4.42574141e-04
4.39749539e+02	6.17965304e-06	1.04008726e-04	4.40154998e-04
4.41143202e+02	6.09243141e-06	1.03315107e-04	4.37752184e-04
4.42541282e+02	6.00493335e-06	1.02619291e-04	4.35341755e-04
4.43943793e+02	5.91715799e-06	1.01921269e-04	4.32923687e-04
4.45350749e+02	5.82910445e-06	1.01221035e-04	4.30497955e-04
4.46762163e+02	5.74515829e-06	1.00518582e-04	4.28111645e-04
4.48178051e+02	5.66219613e-06	9.98139024e-05	4.25731198e-04
4.49598426e+02	5.57897104e-06	9.91069897e-05	4.23343207e-04
4.51023302e+02	5.49548220e-06	9.83978367e-05	4.20947647e-04
4.52452694e+02	5.41172876e-06	9.76864362e-05	4.18544496e-04
4.53886616e+02	5.33294375e-06	9.69727811e-05	4.16191892e-04
4.55325083e+02	5.25413160e-06	9.62568642e-05	4.13834305e-04
4.56768108e+02	5.17506967e-06	9.55386785e-05	4.11469247e-04
4.58215707e+02	5.09575718e-06	9.48182167e-05	4.09096693e-04
4.59667893e+02	5.01693439e-06	9.41023024e-05	4.06725042e-04
4.61124682e+02	4.94241842e-06	9.34261193e-05	4.04397659e-04
4.62586088e+02	4.86766628e-06	9.27477933e-05	4.02062900e-04
4.64052125e+02	4.79267724e-06	9.20673175e-05	3.99720742e-04
4.65522808e+02	4.71745054e-06	9.13846852e-05	3.97371160e-04
4.66998152e+02	4.64362592e-06	9.07075030e-05	3.95043372e-04
4.68478172e+02	4.57304440e-06	9.00443119e-05	3.92770182e-04
4.69962883e+02	4.50223919e-06	8.93790191e-05	3.90489788e-04
4.71452299e+02	4.43120959e-06	8.87116178e-05	3.88202167e-04
4.72946435e+02	4.35995488e-06	8.80421014e-05	3.85907295e-04
4.74445306e+02	4.29095524e-06	8.73822707e-05	3.83605151e-04
4.75948928e+02	4.22420471e-06	8.67320940e-05	3.81295711e-04
4.77457315e+02	4.15724264e-06	8.60798567e-05	3.78978951e-04
4.78970482e+02	4.09006835e-06	8.54255524e-05	3.76654849e-04
4.80488445e+02	4.02268117e-06	8.47691744e-05	3.74323382e-04
4.82011218e+02	3.95981276e-06	8.41266560e-05	3.72048067e-04
4.83538818e+02	3.89894940e-06	8.34895261e-05	3.69795139e-04
4.85071259e+02	3.83789315e-06	8.28503769e-05	3.67535071e-04
4.86608557e+02	3.77664339e-06	8.22092021e-05	3.65267840e-04
4.88150726e+02	3.71519952e-06	8.15659953e-05	3.62993424e-04
4.89697783e+02	3.65356092e-06	8.09407201e-05	3.60764665e-04
4.91249743e+02	3.59172698e-06	8.03166284e-05	3.58537221e-04
4.92806622e+02	3.52969707e-06	7.96905588e-05	3.56302718e-04
4.94368435e+02	3.46747057e-06	7.90625050e-05	3.54061134e-04
4.95935197e+02	3.40534530e-06	7.84334769e-05	3.51815125e-04
4.97506925e+02	3.34949256e-06	7.78244819e-05	3.49620079e-04
4.99083634e+02	3.29346281e-06	7.72135568e-05	3.47418077e-04
5.00665340e+02	3.23725549e-06	7.66006956e-05	3.45209097e-04
5.02252058e+02	3.18087004e-06	7.59858921e-05	3.42993116e-04
5.03843806e+02	3.12525205e-06	7.53742897e-05	3.40790415e-04
5.05440598e+02	3.07272285e-06	7.47785193e-05	3.38650800e-04
5.07042450e+02	3.02002716e-06	7.41808607e-05	3.36504404e-04
5.08649379e+02	2.96716448e-06	7.35813080e-05	3.34351206e-04
5.10261401e+02	2.91413426e-06	7.29798552e-05	3.32191183e-04
5.11878532e+02	2.86256075e-06	7.23856042e-05	3.30024315e-04
5.13500787e+02	2.81320676e-06	7.18028280e-05	3.27850580e-04
5.15128184e+02	2.76369636e-06	7.12182049e-05	3.25669956e-04
5.16760739e+02	2.71402904e-06	7.06317290e-05	3.23482421e-04
5.18398468e+02	2.66420432e-06	7.00433944e-05	3.21287953e-04
5.20041386e+02	2.61647978e-06	6.94661588e-05	3.19140759e-04
5.21689512e+02	2.57019779e-06	6.88962438e-05	3.17025037e-04
5.23342861e+02	2.52376912e-06	6.83245227e-05	3.14902609e-04
5.25001450e+02	2.47719331e-06	6.77509896e-05	3.12773455e-04
5.26665295e+02	2.43046989e-06	6.71756389e-05	3.10637554e-04
5.28334413e+02	2.38643158e-06	6.66153128e-05	3.08541934e-04
5.30008821e+02	2.34311363e-06	6.60583246e-05	3.06453954e-04
5.31688536e+02	2.29965840e-06	6.54995712e-05	3.04359357e-04
5.33373574e+02	2.25606544e-06	6.49390470e-05	3.02258122e-04
5.35063952e+02	2.21233434e-06	6.43767463e-05	3.00150227e-04
5.36759687e+02	2.17179675e-06	6.38331753e-05	2.98092752e-04
5.38460797e+02	2.13131288e-06	6.32890031e-05	2.96031878e-04
5.40167298e+02	2.09070071e-06	6.27431063e-05	2.93964472e-04
5.41879207e+02	2.04995984e-06	6.21954794e-05	2.91890515e-04
5.43596541e+02	2.00952106e-06	6.16488702e-05	2.89817650e-04
5.45319318e+02	1.97186883e-06	6.11191377e-05	2.87790028e-04
5.47047555e+02	1.93409727e-06	6.05877264e-05	2.85755979e-04
5.48781269e+02	1.89620600e-06	6.00546310e-05	2.83715483e-04
5.50520478e+02	1.85819465e-06	5.95198460e-05	2.81668521e-04
5.52265199e+02	1.82104396e-06	5.89899020e-05	2.79633439e-04
5.54015449e+02	1.78596432e-06	5.84728587e-05	2.77632881e-04
5.55771246e+02	1.75077350e-06	5.79541768e-05	2.75625982e-04
5.57532607e+02	1.71547115e-06	5.74338511e-05	2.73612724e-04
5.59299550e+02	1.68005692e-06	5.69118763e-05	2.71593084e-04
5.61072094e+02	1.64601058e-06	5.63983890e-05	2.69595858e-04
5.62850255e+02	1.61339498e-06	5.58938169e-05	2.67622254e-04
5.64634051e+02	1.58067601e-06	5.53876457e-05	2.65642395e-04
5.66423501e+02	1.54785335e-06	5.48798703e-05	2.63656262e-04
5.68218621e+02	1.51492667e-06	5.43704857e-05	2.61663834e-04
5.70019431e+02	1.48382094e-06	5.38797071e-05	2.59723618e-04
5.71825948e+02	1.45356007e-06	5.33972818e-05	2.57805931e-04
5.73638191e+02	1.42320331e-06	5.29133275e-05	2.55882168e-04
5.75456176e+02	1.39275033e-06	5.24278395e-05	2.53952307e-04
5.77279924e+02	1.36220085e-06	5.19408128e-05	2.52016330e-04
5.79109451e+02	1.33387006e-06	5.14522427e-05	2.50074218e-04
5.80944776e+02	1.30585142e-06	5.09621242e-05	2.48125951e-04
5.82785918e+02	1.27774398e-06	5.04704524e-05	2.46171509e-04
5.84632895e+02	1.24954746e-06	4.99772223e-05	2.44210873e-04
5.86485725e+02	1.22134697e-06	4.94834217e-05	2.42246963e-04
5.88344428e+02	1.19555107e-06	4.90170471e-05	2.40362684e-04
5.90209021e+02	1.16967341e-06	4.85491944e-05	2.38472432e-04
5.92079523e+02	1.14371374e-06	4.80798590e-05	2.36576191e-04
5.93955953e+02	1.11767180e-06	4.76090361e-05	2.34673939e-04
5.95838330e+02	1.09206708e-06	4.71408324e-05	2.32778053e-04
5.97726673e+02	1.06829383e-06	4.66862740e-05	2.30921766e-04
5.99621000e+02	1.04444525e-06	4.62302749e-05	2.29059596e-04
6.01521331e+02	1.02052108e-06	4.57728306e-05	2.27191524e-04
6.03427685e+02	9.96521094e-07	4.53139366e-05	2.25317532e-04
6.05340080e+02	9.73347800e-07	4.48611564e-05	2.23459879e-04
6.07258536e+02	9.51487285e-07	4.44185623e-05	2.21630547e-04
6.09183072e+02	9.29557491e-07	4.39745656e-05	2.19795418e-04
6.11113707e+02	9.07558195e-07	4.35291618e-05	2.17954472e-04
6.13050461e+02	8.85489179e-07	4.30823464e-05	2.16107693e-04
6.14993353e+02	8.64589715e-07	4.26449072e-05	2.14287347e-04
6.16942402e+02	8.44539413e-07	4.22140520e-05	2.12485076e-04
6.18897628e+02	8.24425567e-07	4.17818314e-05	2.10677094e-04
6.20859051e+02	8.04247976e-07	4.13482410e-05	2.08863382e-04
6.22826690e+02	7.84006438e-07	4.09132764e-05	2.07043921e-04
6.24800565e+02	7.65232135e-07	4.04907887e-05	2.05261132e-04
6.26780696e+02	7.46892364e-07	4.00714318e-05	2.03486383e-04
6.28767102e+02	7.28494471e-07	3.96507459e-05	2.01706009e-04
6.30759803e+02	7.10038271e-07	3.92287267e-05	1.99919993e-04
6.32758820e+02	6.91523579e-07	3.88053701e-05	1.98128317e-04
6.34764172e+02	6.74730815e-07	3.83974958e-05	1.96383139e-04
6.36775879e+02	6.58004365e-07	3.79894584e-05	1.94635934e-04
6.38793962e+02	6.41224906e-07	3.75801278e-05	1.92883191e-04
6.40818441e+02	6.24392269e-07	3.71694999e-05	1.91124894e-04
6.42849335e+02	6.07715883e-07	3.67596516e-05	1.89370565e-04
6.44886666e+02	5.92555370e-07	3.63640794e-05	1.87682088e-04
6.46930454e+02	5.77346809e-07	3.59672535e-05	1.85988259e-04
6.48980719e+02	5.62090050e-07	3.55691700e-05	1.84289062e-04
6.51037482e+02	5.46784939e-07	3.51698248e-05	1.82584479e-04
6.53100763e+02	5.31925727e-07	3.47743956e-05	1.80874495e-04
6.55170583e+02	5.18181302e-07	3.43898900e-05	1.79159091e-04
6.57246963e+02	5.04393319e-07	3.40041658e-05	1.77438251e-04
6.59329923e+02	4.90561638e-07	3.36172192e-05	1.75711957e-04
6.61419485e+02	4.76686121e-07	3.32290463e-05	1.73980192e-04
6.63515669e+02	4.63506246e-07	3.28477185e-05	1.72281978e-04
6.65618496e+02	4.51088235e-07	3.24739565e-05	1.70620800e-04
6.67727987e+02	4.38630869e-07	3.20990101e-05	1.68954358e-04
6.69844164e+02	4.26134024e-07	3.17228753e-05	1.67282634e-04
6.71967048e+02	4.13597572e-07	3.13455485e-05	1.65605612e-04
6.74096659e+02	4.01969371e-07	3.09780613e-05	1.63958416e-04
