# W0 [GeV]	Sigma_LHeC [pb]	Sigma_muLHC [pb]
1.53176333e+01	2.08443664e+01	3.16450258e+01
1.54582337e+01	2.04289683e+01	3.10762421e+01
1.56001247e+01	2.00161244e+01	3.05112781e+01
1.57433181e+01	1.96134624e+01	2.99591950e+01
1.58878259e+01	1.92234836e+01	2.94231976e+01
1.60336602e+01	1.88408022e+01	2.88963279e+01
1.61808330e+01	1.84546082e+01	2.83646220e+01
1.63293567e+01	1.80719700e+01	2.78372143e+01
1.64792437e+01	1.77056826e+01	2.73306411e+01
1.66305066e+01	1.73461570e+01	2.68325653e+01
1.67831579e+01	1.69902448e+01	2.63388956e+01
1.69372103e+01	1.66463973e+01	2.58607291e+01
1.70926769e+01	1.63047556e+01	2.53851431e+01
1.72495704e+01	1.59719651e+01	2.49207480e+01
1.74079041e+01	1.56453059e+01	2.44640197e+01
1.75676911e+01	1.53220975e+01	2.40114746e+01
1.77289448e+01	1.50098646e+01	2.35729304e+01
1.78916786e+01	1.46996478e+01	2.31368096e+01
1.80559062e+01	1.43975645e+01	2.27112586e+01
1.82216412e+01	1.41009465e+01	2.22927380e+01
1.83888975e+01	1.38075513e+01	2.18782689e+01
1.85576890e+01	1.35240617e+01	2.14765212e+01
1.87280299e+01	1.32424316e+01	2.10770522e+01
1.88999343e+01	1.29683423e+01	2.06875530e+01
1.90734167e+01	1.26991479e+01	2.03043474e+01
1.92484914e+01	1.24329784e+01	1.99249433e+01
1.94251731e+01	1.21757243e+01	1.95569234e+01
1.96034766e+01	1.19201803e+01	1.91909208e+01
1.97834168e+01	1.16716237e+01	1.88339891e+01
1.99650086e+01	1.14275291e+01	1.84827884e+01
2.01482672e+01	1.11863334e+01	1.81352290e+01
2.03332080e+01	1.09532177e+01	1.77983897e+01
2.05198464e+01	1.07216673e+01	1.74634639e+01
2.07081979e+01	1.04965374e+01	1.71370070e+01
2.08982783e+01	1.02753990e+01	1.68156157e+01
2.10901034e+01	1.00569759e+01	1.64975893e+01
2.12836893e+01	9.84580669e+00	1.61892069e+01
2.14790521e+01	9.63607399e+00	1.58826083e+01
2.16762081e+01	9.43227945e+00	1.55839875e+01
2.18751738e+01	9.23204847e+00	1.52900700e+01
2.20759659e+01	9.03435280e+00	1.49994455e+01
2.22786010e+01	8.84326617e+00	1.47176297e+01
2.24830961e+01	8.65350185e+00	1.44374522e+01
2.26894682e+01	8.46919520e+00	1.41646345e+01
2.28977347e+01	8.28804061e+00	1.38960499e+01
2.31079128e+01	8.10922829e+00	1.36305705e+01
2.33200201e+01	7.93642451e+00	1.33730566e+01
2.35340744e+01	7.76484836e+00	1.31170448e+01
2.37500935e+01	7.59832912e+00	1.28678496e+01
2.39680954e+01	7.43461863e+00	1.26252870e+01
2.41880983e+01	7.27308991e+00	1.23880753e+01
2.44101207e+01	7.11687806e+00	1.21486863e+01
2.46341810e+01	6.96178123e+00	1.19104139e+01
2.48602979e+01	6.81135313e+00	1.16829427e+01
2.50884904e+01	6.66347804e+00	1.14589447e+01
2.53187775e+01	6.51767864e+00	1.12377439e+01
2.55511783e+01	6.37664116e+00	1.10231323e+01
2.57857124e+01	6.23660276e+00	1.08097668e+01
2.60223992e+01	6.10078457e+00	1.06021202e+01
2.62612586e+01	5.96724431e+00	1.03998858e+01
2.65023105e+01	5.83563773e+00	1.02023552e+01
2.67455749e+01	5.70841353e+00	1.00030115e+01
2.69910724e+01	5.58212686e+00	9.80445072e+00
2.72388232e+01	5.45974571e+00	9.61520849e+00
2.74888481e+01	5.33936822e+00	9.42872885e+00
2.77411680e+01	5.22076509e+00	9.24468070e+00
2.79958040e+01	5.10835546e+00	9.06944295e+00
2.82527772e+01	4.99617616e+00	8.89441649e+00
2.85121092e+01	4.88296717e+00	8.71778348e+00
2.87738217e+01	4.77304706e+00	8.54574451e+00
2.90379363e+01	4.66621124e+00	8.37800462e+00
2.93044753e+01	4.56288134e+00	8.21517664e+00
2.95734608e+01	4.46032922e+00	8.05334518e+00
2.98449154e+01	4.36106413e+00	7.89614955e+00
3.01188616e+01	4.26338472e+00	7.74118742e+00
3.03953224e+01	4.16723429e+00	7.58837437e+00
3.06743208e+01	4.07605927e+00	7.44011528e+00
3.09558802e+01	3.98517244e+00	7.29280055e+00
3.12400239e+01	3.89345135e+00	7.14980574e+00
3.15267758e+01	3.80434790e+00	7.00878643e+00
3.18161599e+01	3.71787863e+00	6.86975367e+00
3.21082001e+01	3.63422381e+00	6.73476335e+00
3.24029210e+01	3.55152585e+00	6.60062056e+00
3.27003472e+01	3.47317829e+00	6.47044263e+00
3.30005034e+01	3.39411157e+00	6.34206353e+00
3.33034147e+01	3.31431910e+00	6.21557410e+00
3.36091065e+01	3.23876248e+00	6.09715250e+00
3.39176042e+01	3.16443100e+00	5.97959537e+00
3.42289336e+01	3.09409276e+00	5.86095918e+00
3.45431207e+01	3.02310889e+00	5.74123403e+00
3.48601917e+01	2.95147346e+00	5.62040993e+00
3.51801732e+01	2.88364351e+00	5.50763184e+00
3.55030917e+01	2.81669078e+00	5.39733251e+00
3.58289743e+01	2.75202503e+00	5.29445231e+00
3.61578481e+01	2.68834011e+00	5.19062777e+00
3.64897407e+01	2.62577295e+00	5.08585023e+00
3.68246797e+01	2.56521959e+00	4.98011093e+00
3.71626932e+01	2.50514932e+00	4.87481756e+00
3.75038092e+01	2.44715817e+00	4.77702907e+00
3.78480564e+01	2.39004063e+00	4.68052426e+00
3.81954634e+01	2.33396027e+00	4.58555620e+00
3.85460592e+01	2.27968478e+00	4.49333514e+00
3.88998732e+01	2.22584991e+00	4.40172964e+00
3.92569348e+01	2.17391098e+00	4.31299582e+00
3.96172739e+01	2.12274249e+00	4.22539033e+00
3.99809205e+01	2.07252720e+00	4.13919721e+00
4.03479050e+01	2.02391764e+00	4.05546253e+00
4.07182581e+01	1.97570726e+00	3.97228821e+00
4.10920107e+01	1.92922526e+00	3.89176188e+00
4.14691939e+01	1.88342320e+00	3.81223907e+00
4.18498393e+01	1.83849753e+00	3.73402852e+00
4.22339786e+01	1.79500343e+00	3.65802644e+00
4.26216440e+01	1.75187189e+00	3.58253998e+00
4.30128677e+01	1.71031611e+00	3.50952021e+00
4.34076824e+01	1.66936072e+00	3.43741060e+00
4.38061212e+01	1.62921148e+00	3.36654187e+00
4.42082172e+01	1.59033137e+00	3.29764129e+00
4.46140041e+01	1.55177785e+00	3.22920345e+00
4.50235156e+01	1.51465441e+00	3.16300734e+00
4.54367861e+01	1.47805750e+00	3.09826848e+00
4.58538500e+01	1.44219742e+00	3.03548939e+00
4.62747421e+01	1.40746432e+00	2.97213406e+00
4.66994976e+01	1.37302668e+00	2.90884948e+00
4.71281519e+01	1.33989172e+00	2.85026500e+00
4.75607408e+01	1.30722616e+00	2.79114279e+00
4.79973005e+01	1.27524383e+00	2.73147788e+00
4.84378673e+01	1.24427099e+00	2.67457878e+00
4.88824781e+01	1.21356615e+00	2.61841449e+00
4.93311699e+01	1.18402963e+00	2.56414309e+00
4.97839803e+01	1.15489885e+00	2.51050009e+00
5.02409471e+01	1.12638455e+00	2.45783581e+00
5.07021083e+01	1.09930003e+00	2.40662359e+00
5.11675025e+01	1.07248631e+00	2.35577019e+00
5.16371686e+01	1.04542646e+00	2.30664371e+00
5.21111458e+01	1.01904356e+00	2.25807623e+00
5.25894735e+01	9.93660241e-01	2.21041820e+00
5.30721919e+01	9.69075292e-01	2.16407628e+00
5.35593411e+01	9.44710587e-01	2.11806736e+00
5.40509618e+01	9.21309323e-01	2.07365671e+00
5.45470952e+01	8.98463077e-01	2.02973695e+00
5.50477825e+01	8.76468855e-01	1.98665330e+00
5.55530656e+01	8.54272748e-01	1.94473451e+00
5.60629868e+01	8.32022866e-01	1.90319393e+00
5.65775885e+01	8.11219341e-01	1.86399613e+00
5.70969137e+01	7.90905932e-01	1.82443854e+00
5.76210058e+01	7.71371615e-01	1.78451785e+00
5.81499085e+01	7.51657992e-01	1.74639606e+00
5.86836660e+01	7.31886477e-01	1.70880526e+00
5.92223229e+01	7.13416385e-01	1.67255176e+00
5.97659241e+01	6.95185128e-01	1.63668589e+00
6.03145151e+01	6.77381666e-01	1.60154068e+00
6.08681415e+01	6.60129527e-01	1.56793594e+00
6.14268497e+01	6.43037666e-01	1.53468323e+00
6.19906862e+01	6.26656347e-01	1.50112529e+00
6.25596982e+01	6.10483975e-01	1.46824797e+00
6.31339332e+01	5.94701556e-01	1.43655027e+00
6.37134390e+01	5.79407751e-01	1.40568966e+00
6.42982641e+01	5.64258537e-01	1.37505489e+00
6.48884574e+01	5.49747515e-01	1.34554737e+00
6.54840680e+01	5.35416864e-01	1.31634188e+00
6.60851457e+01	5.21437820e-01	1.28775102e+00
6.66917407e+01	5.07887546e-01	1.25991533e+00
6.73039036e+01	4.94466290e-01	1.23228666e+00
6.79216856e+01	4.81620620e-01	1.20567483e+00
6.85451382e+01	4.68932912e-01	1.17932677e+00
6.91743135e+01	4.56565928e-01	1.15354199e+00
6.98092639e+01	4.44578631e-01	1.12844191e+00
7.04500426e+01	4.32707867e-01	1.10353447e+00
7.10967029e+01	4.21355702e-01	1.07956659e+00
7.17492990e+01	4.10252325e-01	1.05583006e+00
7.24078852e+01	3.99622451e-01	1.03261140e+00
7.30725166e+01	3.88895005e-01	1.00999686e+00
7.37432486e+01	3.78108291e-01	9.87576600e-01
7.44201373e+01	3.68088638e-01	9.66506013e-01
7.51032391e+01	3.58284572e-01	9.45242019e-01
7.57926111e+01	3.48906347e-01	9.23782842e-01
7.64883109e+01	3.39442040e-01	9.03596468e-01
7.71903964e+01	3.29929146e-01	8.83840528e-01
7.78989264e+01	3.21335371e-01	8.63903248e-01
7.86139600e+01	3.12662715e-01	8.44334998e-01
7.93355569e+01	3.03910452e-01	8.25539890e-01
8.00637773e+01	2.95596438e-01	8.07534521e-01
8.07986821e+01	2.87444301e-01	7.89780108e-01
8.15403325e+01	2.79666200e-01	7.71862727e-01
8.22887906e+01	2.71977022e-01	7.54264701e-01
8.30441187e+01	2.64502064e-01	7.37364626e-01
8.38063800e+01	2.57518589e-01	7.20894415e-01
8.45756380e+01	2.50721069e-01	7.04553365e-01
8.53519571e+01	2.43861154e-01	6.88865234e-01
8.61354020e+01	2.36938273e-01	6.73314160e-01
8.69260382e+01	2.29951846e-01	6.58134395e-01
8.77239316e+01	2.23449159e-01	6.43340940e-01
8.85291488e+01	2.17145162e-01	6.28666156e-01
8.93417571e+01	2.11139398e-01	6.14585485e-01
9.01618244e+01	2.05199475e-01	6.00623068e-01
9.09894190e+01	1.99432867e-01	5.86998646e-01
9.18246101e+01	1.93839737e-01	5.73718591e-01
9.26674675e+01	1.88306029e-01	5.60546326e-01
9.35180614e+01	1.83038803e-01	5.47915618e-01
9.43764629e+01	1.77921693e-01	5.35488547e-01
9.52427437e+01	1.73142638e-01	5.23567396e-01
9.61169760e+01	1.68319716e-01	5.11536820e-01
9.69992330e+01	1.63452524e-01	4.99398909e-01
9.78895881e+01	1.58540656e-01	4.88072772e-01
9.87881158e+01	1.53775958e-01	4.76836416e-01
9.96948911e+01	1.49351844e-01	4.65884214e-01
1.00609990e+02	1.45060161e-01	4.55374720e-01
1.01533488e+02	1.40816433e-01	4.45042974e-01
1.02465463e+02	1.36782859e-01	4.34616393e-01
1.03405993e+02	1.32791469e-01	4.24356540e-01
1.04355155e+02	1.28924923e-01	4.14543291e-01
1.05313031e+02	1.25174315e-01	4.04971065e-01
1.06279698e+02	1.21468029e-01	3.95483161e-01
1.07255238e+02	1.17945945e-01	3.86389394e-01
1.08239733e+02	1.14461424e-01	3.77437753e-01
1.09233265e+02	1.11088646e-01	3.68872677e-01
1.10235916e+02	1.07816831e-01	3.60228983e-01
1.11247771e+02	1.04585673e-01	3.51505948e-01
1.12268913e+02	1.01602039e-01	3.43366476e-01
1.13299429e+02	9.85957631e-02	3.35295385e-01
1.14339403e+02	9.55618924e-02	3.27438767e-01
1.15388924e+02	9.27789394e-02	3.19772055e-01
1.16448077e+02	9.01242616e-02	3.12179553e-01
1.17516953e+02	8.74452166e-02	3.05079575e-01
1.18595641e+02	8.47415807e-02	2.97927972e-01
1.19684229e+02	8.20131281e-02	2.90710724e-01
1.20782810e+02	7.94711678e-02	2.83787386e-01
1.21891474e+02	7.70260428e-02	2.77005094e-01
1.23010315e+02	7.47032214e-02	2.70502211e-01
1.24139425e+02	7.24065041e-02	2.64052643e-01
1.25278900e+02	7.01888261e-02	2.57782676e-01
1.26428834e+02	6.80370645e-02	2.51759201e-01
1.27589323e+02	6.59159872e-02	2.45858183e-01
1.28760465e+02	6.39013053e-02	2.39903000e-01
1.29942356e+02	6.19263914e-02	2.34030963e-01
1.31135096e+02	6.00620632e-02	2.28436989e-01
1.32338784e+02	5.81806223e-02	2.22975189e-01
1.33553520e+02	5.62819117e-02	2.17573680e-01
1.34779407e+02	5.45348001e-02	2.12392804e-01
1.36016546e+02	5.28106720e-02	2.07254902e-01
1.37265041e+02	5.11485790e-02	2.02264334e-01
1.38524996e+02	4.95650870e-02	1.97391497e-01
1.39796515e+02	4.80251482e-02	1.92575147e-01
1.41079706e+02	4.64710744e-02	1.87956238e-01
1.42374676e+02	4.49441522e-02	1.83376426e-01
1.43681532e+02	4.35097162e-02	1.78931176e-01
1.45000383e+02	4.21178164e-02	1.74590125e-01
1.46331341e+02	4.07486037e-02	1.70301546e-01
1.47674515e+02	3.94485840e-02	1.66187408e-01
1.49030018e+02	3.81642628e-02	1.62108104e-01
1.50397963e+02	3.69284341e-02	1.58149898e-01
1.51778465e+02	3.57291446e-02	1.54283089e-01
1.53171638e+02	3.45502090e-02	1.50464445e-01
1.54577599e+02	3.34312741e-02	1.46801735e-01
1.55996466e+02	3.23261425e-02	1.43170795e-01
1.57428356e+02	3.12637819e-02	1.39650510e-01
1.58873390e+02	3.02328225e-02	1.36211037e-01
1.60331687e+02	2.92201133e-02	1.32816174e-01
1.61803371e+02	2.82592131e-02	1.29559292e-01
1.63288562e+02	2.73104402e-02	1.26330704e-01
1.64787387e+02	2.63993823e-02	1.23201571e-01
1.66299969e+02	2.55151675e-02	1.20143240e-01
1.67826435e+02	2.46472143e-02	1.17125750e-01
1.69366912e+02	2.38237671e-02	1.14230430e-01
1.70921530e+02	2.30109459e-02	1.11360851e-01
1.72490417e+02	2.22313168e-02	1.08582166e-01
1.74073705e+02	2.14747752e-02	1.05866181e-01
1.75671526e+02	2.07328187e-02	1.03188055e-01
1.77284014e+02	2.00291544e-02	1.00618009e-01
1.78911302e+02	1.93347177e-02	9.80709626e-02
1.80553528e+02	1.86691948e-02	9.56057059e-02
1.82210827e+02	1.80233214e-02	9.31950420e-02
1.83883339e+02	1.73903669e-02	9.08187539e-02
1.85571202e+02	1.68395984e-02	8.85382814e-02
1.87274559e+02	1.62925479e-02	8.62786610e-02
1.88993550e+02	1.57404760e-02	8.40934770e-02
1.90728321e+02	1.51833366e-02	8.19562676e-02
1.92479014e+02	1.46210833e-02	7.98505923e-02
1.94245778e+02	1.40536690e-02	7.78291206e-02
1.96028758e+02	1.35035279e-02	7.58261382e-02
1.97828104e+02	1.30222262e-02	7.38898229e-02
1.99643967e+02	1.25552227e-02	7.19957326e-02
2.01476497e+02	1.20983931e-02	7.01306130e-02
2.03325848e+02	1.16655063e-02	6.83405028e-02
2.05192175e+02	1.12386848e-02	6.65670727e-02
2.07075632e+02	1.08310483e-02	6.48538323e-02
2.08976377e+02	1.04355277e-02	6.32019385e-02
2.10894570e+02	1.00489677e-02	6.15960783e-02
2.12830369e+02	9.68276296e-03	5.99754779e-02
2.14783938e+02	9.32180124e-03	5.83697028e-02
2.16755437e+02	8.97748075e-03	5.68545279e-02
2.18745034e+02	8.64338969e-03	5.53933217e-02
2.20752893e+02	8.31715498e-03	5.39740739e-02
2.22779182e+02	8.01748258e-03	5.25417988e-02
2.24824070e+02	7.71899541e-03	5.11220149e-02
2.26887728e+02	7.41776843e-03	4.97837711e-02
2.28970329e+02	7.13134037e-03	4.84741606e-02
2.31072046e+02	6.85700369e-03	4.71868225e-02
2.33193054e+02	6.59736698e-03	4.59505788e-02
2.35333531e+02	6.34163918e-03	4.47327076e-02
2.37493656e+02	6.09834968e-03	4.35835269e-02
2.39673608e+02	5.86658267e-03	4.24237979e-02
2.41873570e+02	5.64453252e-03	4.12534237e-02
2.44093725e+02	5.42044418e-03	4.01582131e-02
2.46334260e+02	5.19922425e-03	3.90781461e-02
2.48595360e+02	4.99568219e-03	3.80371900e-02
2.50877215e+02	4.79824479e-03	3.70178807e-02
2.53180015e+02	4.60604759e-03	3.60168145e-02
2.55503952e+02	4.42432926e-03	3.50551903e-02
2.57849220e+02	4.24549410e-03	3.41030315e-02
2.60216016e+02	4.07585689e-03	3.31860838e-02
2.62604537e+02	3.91428947e-03	3.22881318e-02
2.65014982e+02	3.75998537e-03	3.14068426e-02
2.67447552e+02	3.60426492e-03	3.05602645e-02
2.69902451e+02	3.45040429e-03	2.97262441e-02
2.72379883e+02	3.30946712e-03	2.89416976e-02
2.74880056e+02	3.17278744e-03	2.81499497e-02
2.77403178e+02	3.04003376e-03	2.73509344e-02
2.79949459e+02	2.91468442e-03	2.66200607e-02
2.82519113e+02	2.79144254e-03	2.58959107e-02
2.85112354e+02	2.67492477e-03	2.51651137e-02
2.87729398e+02	2.56399171e-03	2.44596990e-02
2.90370463e+02	2.45841871e-03	2.37785690e-02
2.93035771e+02	2.35187667e-03	2.31239800e-02
2.95725544e+02	2.24652020e-03	2.24760556e-02
2.98440007e+02	2.15052074e-03	2.18533400e-02
3.01179385e+02	2.05745388e-03	2.12431045e-02
3.03943908e+02	1.96728776e-03	2.06451831e-02
3.06733807e+02	1.88223920e-03	2.00707044e-02
3.09549314e+02	1.79869710e-03	1.95021695e-02
3.12390664e+02	1.71997499e-03	1.89560393e-02
3.15258096e+02	1.64367068e-03	1.84207268e-02
3.18151847e+02	1.56984191e-03	1.78965105e-02
3.21072160e+02	1.50024825e-03	1.74043836e-02
3.24019279e+02	1.43192134e-03	1.69153614e-02
3.26993449e+02	1.36764626e-03	1.64218505e-02
3.29994920e+02	1.30535986e-03	1.59450712e-02
3.33023940e+02	1.24518011e-03	1.54859994e-02
3.36080764e+02	1.18850995e-03	1.50549629e-02
3.39165647e+02	1.13290743e-03	1.46269490e-02
3.42278845e+02	1.08071048e-03	1.41950063e-02
3.45420620e+02	1.03014069e-03	1.37775565e-02
3.48591233e+02	9.81353886e-04	1.33759673e-02
3.51790949e+02	9.35449076e-04	1.29989682e-02
3.55020035e+02	8.90685934e-04	1.26249113e-02
3.58278761e+02	8.50222205e-04	1.22474209e-02
3.61567399e+02	8.09387061e-04	1.18825069e-02
3.64886223e+02	7.68177091e-04	1.15318227e-02
3.68235511e+02	7.30847279e-04	1.11946318e-02
3.71615542e+02	6.94623109e-04	1.08623624e-02
3.75026598e+02	6.60776133e-04	1.05520171e-02
3.78468964e+02	6.28000266e-04	1.02388231e-02
3.81942927e+02	5.96478991e-04	9.92275436e-03
3.85448778e+02	5.66874299e-04	9.62650632e-03
3.88986809e+02	5.38037514e-04	9.33548738e-03
3.92557316e+02	5.12155434e-04	9.05700334e-03
3.96160596e+02	4.86035784e-04	8.78374127e-03
3.99796951e+02	4.59676381e-04	8.51696526e-03
4.03466684e+02	4.37385085e-04	8.26050324e-03
4.07170101e+02	4.15998901e-04	8.00691530e-03
4.10907512e+02	3.94416414e-04	7.76439806e-03
4.14679229e+02	3.72635822e-04	7.52638726e-03
4.18485566e+02	3.50655306e-04	7.29418867e-03
4.22326842e+02	3.31610525e-04	7.07097406e-03
4.26203376e+02	3.13435277e-04	6.85030358e-03
4.30115494e+02	2.96582663e-04	6.63943840e-03
4.34063520e+02	2.80288174e-04	6.43505657e-03
4.38047786e+02	2.64714023e-04	6.23907294e-03
4.42068623e+02	2.50146291e-04	6.04129038e-03
4.46126367e+02	2.35919610e-04	5.84376066e-03
4.50221357e+02	2.22768395e-04	5.66060896e-03
4.54353935e+02	2.10056768e-04	5.48079296e-03
4.58524446e+02	1.97930966e-04	5.30561652e-03
4.62733238e+02	1.86604803e-04	5.13715888e-03
4.66980663e+02	1.75555139e-04	4.97067180e-03
4.71267074e+02	1.65377859e-04	4.81188566e-03
4.75592831e+02	1.55549340e-04	4.65595603e-03
4.79958294e+02	1.46200252e-04	4.50415275e-03
4.84363827e+02	1.37795222e-04	4.35818279e-03
4.88809798e+02	1.29623385e-04	4.21394765e-03
4.93296580e+02	1.21376539e-04	4.07646683e-03
4.97824545e+02	1.13595275e-04	3.94310657e-03
5.02394072e+02	1.06459146e-04	3.81564771e-03
5.07005543e+02	9.98196197e-05	3.68701890e-03
5.11659343e+02	9.33581807e-05	3.55834228e-03
5.16355860e+02	8.74517585e-05	3.43949864e-03
5.21095486e+02	8.17564936e-05	3.32418395e-03
5.25878617e+02	7.63699865e-05	3.21409601e-03
5.30705653e+02	7.13705870e-05	3.10299757e-03
5.35576995e+02	6.65128966e-05	2.99179340e-03
5.40493052e+02	6.20952922e-05	2.88920912e-03
5.45454233e+02	5.78402629e-05	2.78840171e-03
5.50460953e+02	5.38302097e-05	2.69047030e-03
5.55513630e+02	5.01167643e-05	2.59629299e-03
5.60612685e+02	4.65140747e-05	2.50328999e-03
5.65758544e+02	4.32546157e-05	2.41488514e-03
5.70951637e+02	4.01190185e-05	2.32799534e-03
5.76192397e+02	3.71756907e-05	2.24365220e-03
5.81481263e+02	3.44593827e-05	2.16253901e-03
5.86818674e+02	3.18296319e-05	2.08245409e-03
5.92205078e+02	2.94662675e-05	2.00640935e-03
5.97640924e+02	2.71963940e-05	1.93165681e-03
6.03126665e+02	2.50758993e-05	1.85915917e-03
6.08662759e+02	2.31265237e-05	1.78945051e-03
6.14249670e+02	2.12436981e-05	1.72064495e-03
6.19887862e+02	1.95635328e-05	1.65536777e-03
6.25577808e+02	1.79527990e-05	1.59117802e-03
6.31319981e+02	1.64562165e-05	1.52896189e-03
6.37114862e+02	1.50868759e-05	1.46913202e-03
6.42962934e+02	1.37680754e-05	1.41008837e-03
6.48864686e+02	1.26016119e-05	1.35413326e-03
6.54820609e+02	1.14858582e-05	1.29910364e-03
6.60831202e+02	1.04558346e-05	1.24581767e-03
6.66896967e+02	9.51851424e-06	1.19457818e-03
6.73018408e+02	8.61880083e-06	1.14402539e-03
6.79196039e+02	7.83124924e-06	1.09617616e-03
6.85430373e+02	7.08013520e-06	1.04910884e-03
6.91721933e+02	6.39231263e-06	1.00357222e-03
6.98071243e+02	5.80043993e-06	9.59779212e-04
7.04478833e+02	5.24393828e-06	9.16580871e-04
7.10945239e+02	4.68232851e-06	8.75729518e-04
7.17470999e+02	4.17638976e-06	8.35537451e-04
7.24056659e+02	3.76638429e-06	7.96686635e-04
7.30702770e+02	3.35261538e-06	7.59328046e-04
7.37409884e+02	2.93907137e-06	7.22487978e-04
7.44178563e+02	2.61837865e-06	6.87694191e-04
7.51009372e+02	2.31490648e-06	6.53454271e-04
7.57902881e+02	2.04295641e-06	6.20385809e-04
7.64859665e+02	1.80189617e-06	5.88590207e-04
7.71880306e+02	1.57474731e-06	5.57245268e-04
7.78965389e+02	1.40097452e-06	5.27685113e-04
7.86115506e+02	1.22560667e-06	4.98590351e-04
7.93331253e+02	1.04862913e-06	4.70518557e-04
8.00613234e+02	9.04808069e-07	4.44127591e-04
8.07962057e+02	7.75905789e-07	4.18346319e-04
8.15378334e+02	6.80644032e-07	3.92328401e-04
8.22862685e+02	5.84507868e-07	3.67035359e-04
8.30415735e+02	4.87489271e-07	3.43247238e-04
8.38038114e+02	4.10640166e-07	3.20377956e-04
8.45730459e+02	3.42942660e-07	2.97859933e-04
8.53493411e+02	2.89629338e-07	2.77364273e-04
8.61327620e+02	2.40239177e-07	2.56680482e-04
8.69233740e+02	1.98585586e-07	2.35806835e-04
8.77212429e+02	1.63529852e-07	2.16235494e-04
8.85264354e+02	1.31527421e-07	1.97201132e-04
8.93390189e+02	1.07359479e-07	1.79308819e-04
9.01590610e+02	8.52187153e-08	1.61688850e-04
9.09866303e+02	6.71738826e-08	1.44741696e-04
9.18217958e+02	5.24147555e-08	1.28453524e-04
9.26646273e+02	3.92112440e-08	1.12416368e-04
9.35151951e+02	2.97948257e-08	9.73655279e-05
9.43735703e+02	2.12932649e-08	8.25404805e-05
9.52398246e+02	1.46854839e-08	6.82960598e-05
9.61140301e+02	9.48629392e-09	5.46050602e-05
9.69962600e+02	4.96997368e-09	4.11286002e-05
