# W0 [GeV]	Sigma_LHeC [pb]	Sigma_muLHC [pb]	Sigma_FCCmuh [pb]
6.43538881e+02	2.15006710e-04	1.30610806e-02	6.73225618e-02
6.45859088e+02	2.08837647e-04	1.29001168e-02	6.66356142e-02
6.48187661e+02	2.02646342e-04	1.27385727e-02	6.59461899e-02
6.50524629e+02	1.96432715e-04	1.25764461e-02	6.52542800e-02
6.52870022e+02	1.90307650e-04	1.24149040e-02	6.45598754e-02
6.55223872e+02	1.84724891e-04	1.22587252e-02	6.38629673e-02
6.57586208e+02	1.79122004e-04	1.21019832e-02	6.31635465e-02
6.59957062e+02	1.73498917e-04	1.19446762e-02	6.24616040e-02
6.62336463e+02	1.67855556e-04	1.17868020e-02	6.17571308e-02
6.64724443e+02	1.62774930e-04	1.16347551e-02	6.10811581e-02
6.67121032e+02	1.57721675e-04	1.14826612e-02	6.04051804e-02
6.69526262e+02	1.52650200e-04	1.13300190e-02	5.97267656e-02
6.71940164e+02	1.47560441e-04	1.11768264e-02	5.90459048e-02
6.74362769e+02	1.42855758e-04	1.10277975e-02	5.83776465e-02
6.76794109e+02	1.38315394e-04	1.08803503e-02	5.77137449e-02
6.79234214e+02	1.33758661e-04	1.07323716e-02	5.70474497e-02
6.81683117e+02	1.29185499e-04	1.05838593e-02	5.63787522e-02
6.84140849e+02	1.24841117e-04	1.04378280e-02	5.57173876e-02
6.86607442e+02	1.20777476e-04	1.02949155e-02	5.50654137e-02
6.89082928e+02	1.16699183e-04	1.01514878e-02	5.44110892e-02
6.91567339e+02	1.12606187e-04	1.00075429e-02	5.37544056e-02
6.94060708e+02	1.08652859e-04	9.86446726e-03	5.30999265e-02
6.96563066e+02	1.05246287e-04	9.72591911e-03	5.24596977e-02
6.99074446e+02	1.01827433e-04	9.58687145e-03	5.18171607e-02
7.01594881e+02	9.83962530e-05	9.44732246e-03	5.11723070e-02
7.04124402e+02	9.49527021e-05	9.30727035e-03	5.05251284e-02
7.06663044e+02	9.14967359e-05	9.17293880e-03	4.98961155e-02
7.09210839e+02	8.80283096e-05	9.03825640e-03	4.92652742e-02
7.11767819e+02	8.45473783e-05	8.90308842e-03	4.86321584e-02
7.14334018e+02	8.10538969e-05	8.76743310e-03	4.79967601e-02
7.16909469e+02	7.81765528e-05	8.63588369e-03	4.73745500e-02
7.19494206e+02	7.55078900e-05	8.50546093e-03	4.67554898e-02
7.22088262e+02	7.28296057e-05	8.37456794e-03	4.61341975e-02
7.24691670e+02	7.01416651e-05	8.24320303e-03	4.55106653e-02
7.27304464e+02	6.74440334e-05	8.11583534e-03	4.49001352e-02
7.29926679e+02	6.47366758e-05	7.99240114e-03	4.43023877e-02
7.32558348e+02	6.20195570e-05	7.86852191e-03	4.37024850e-02
7.35199505e+02	5.92926420e-05	7.74419605e-03	4.31004194e-02
7.37850185e+02	5.67051179e-05	7.61942194e-03	4.24961832e-02
7.40510421e+02	5.45170745e-05	7.49419797e-03	4.18897684e-02
7.43180248e+02	5.23211422e-05	7.36852253e-03	4.12811673e-02
7.45859701e+02	5.01172928e-05	7.24239397e-03	4.06703720e-02
7.48548815e+02	4.79152480e-05	7.11608030e-03	4.00582981e-02
7.51247624e+02	4.60139952e-05	6.99784852e-03	3.94732633e-02
7.53956163e+02	4.41058877e-05	6.87919047e-03	3.88861191e-02
7.56674467e+02	4.21909007e-05	6.76010461e-03	3.82968581e-02
7.59402572e+02	4.02690095e-05	6.64058940e-03	3.77054725e-02
7.62140513e+02	3.85687822e-05	6.52719152e-03	3.71274543e-02
7.64888325e+02	3.69219877e-05	6.41509102e-03	3.65513908e-02
7.67646044e+02	3.52692558e-05	6.30258636e-03	3.59732503e-02
7.70413706e+02	3.36105653e-05	6.18967607e-03	3.53930254e-02
7.73191346e+02	3.21488147e-05	6.07635869e-03	3.48266260e-02
7.75979001e+02	3.08438120e-05	5.96263277e-03	3.42708934e-02
7.78776706e+02	2.95341041e-05	5.84849681e-03	3.37131572e-02
7.81584499e+02	2.82196743e-05	5.73394936e-03	3.31534101e-02
7.84402414e+02	2.69005055e-05	5.62160885e-03	3.25916449e-02
7.87230489e+02	2.55765805e-05	5.51445641e-03	3.20278543e-02
7.90068760e+02	2.42478823e-05	5.40691765e-03	3.14620311e-02
7.92917265e+02	2.29143935e-05	5.29899116e-03	3.08941678e-02
7.95776039e+02	2.16031700e-05	5.19110369e-03	3.03266097e-02
7.98645120e+02	2.05896809e-05	5.08761030e-03	2.97832878e-02
8.01524546e+02	1.95725378e-05	4.98374378e-03	2.92380070e-02
8.04414353e+02	1.85517275e-05	4.87950278e-03	2.86907603e-02
8.07314579e+02	1.75272367e-05	4.77488595e-03	2.81415405e-02
8.10225261e+02	1.67121114e-05	4.67418688e-03	2.76060708e-02
8.13146437e+02	1.59331431e-05	4.57391286e-03	2.70715570e-02
8.16078146e+02	1.51513663e-05	4.47327732e-03	2.65351161e-02
8.19020424e+02	1.43667708e-05	4.37227894e-03	2.59967411e-02
8.21973310e+02	1.35793466e-05	4.27392622e-03	2.54675353e-02
8.24936843e+02	1.27890835e-05	4.17716211e-03	2.49435947e-02
8.27911060e+02	1.19959711e-05	4.08004913e-03	2.44177650e-02
8.30896001e+02	1.11999993e-05	3.98258602e-03	2.38900396e-02
8.33891703e+02	1.04838827e-05	3.88655234e-03	2.33670762e-02
8.36898206e+02	9.90570279e-06	3.79319737e-03	2.28535481e-02
8.39915549e+02	9.32543829e-06	3.69950582e-03	2.23381685e-02
8.42943770e+02	8.74308170e-06	3.60547647e-03	2.18209308e-02
8.45982910e+02	8.17437605e-06	3.51173620e-03	2.13042129e-02
8.49033006e+02	7.70570122e-06	3.42172867e-03	2.08010876e-02
8.52094100e+02	7.23533664e-06	3.33139663e-03	2.02961484e-02
8.55166229e+02	6.76327620e-06	3.24073890e-03	1.97893887e-02
8.58249435e+02	6.28951381e-06	3.14975432e-03	1.92808019e-02
8.61343758e+02	5.90401677e-06	3.06252872e-03	1.87858903e-02
8.64449236e+02	5.52750394e-06	2.97545987e-03	1.82909825e-02
8.67565911e+02	5.14963364e-06	2.88807710e-03	1.77942905e-02
8.70693822e+02	4.77040097e-06	2.80037928e-03	1.72958076e-02
8.73833011e+02	4.44543568e-06	2.71530261e-03	1.68068561e-02
8.76983518e+02	4.14804824e-06	2.63143709e-03	1.63219959e-02
8.80145384e+02	3.84958859e-06	2.54726920e-03	1.58353876e-02
8.83318650e+02	3.55005289e-06	2.46279785e-03	1.53470249e-02
8.86503356e+02	3.27906770e-06	2.37984683e-03	1.48641324e-02
8.89699545e+02	3.04766258e-06	2.29909458e-03	1.43893963e-02
8.92907257e+02	2.81542315e-06	2.21805117e-03	1.39129486e-02
8.96126534e+02	2.58234641e-06	2.13671558e-03	1.34347832e-02
8.99357418e+02	2.35911961e-06	2.05586383e-03	1.29579816e-02
9.02599950e+02	2.18211078e-06	1.97813873e-03	1.24930432e-02
9.05854173e+02	2.00446378e-06	1.90013341e-03	1.20264285e-02
9.09120129e+02	1.82617628e-06	1.82184685e-03	1.15581315e-02
9.12397859e+02	1.64724600e-06	1.74327803e-03	1.10881461e-02
9.15687408e+02	1.51189286e-06	1.67010558e-03	1.06321138e-02
9.18988816e+02	1.37846192e-06	1.59697888e-03	1.01752903e-02
9.22302127e+02	1.24454991e-06	1.52358852e-03	9.71681969e-03
9.25627384e+02	1.11015509e-06	1.44993356e-03	9.25669614e-03
9.28964630e+02	1.00164031e-06	1.37601304e-03	8.80638623e-03
9.32313908e+02	9.03454094e-07	1.30182602e-03	8.35911750e-03
9.35675261e+02	8.04913883e-07	1.22737152e-03	7.91023620e-03
9.39048733e+02	7.06018396e-07	1.15264858e-03	7.45973651e-03
9.42434368e+02	6.20495131e-07	1.08045525e-03	7.01515880e-03
9.45832210e+02	5.49912147e-07	1.01111050e-03	6.57735981e-03
9.49242302e+02	4.79074683e-07	9.41515742e-04	6.13798238e-03
9.52664689e+02	4.07981824e-07	8.71670065e-04	5.69702083e-03
9.56099414e+02	3.41881582e-07	8.02455268e-04	5.25823237e-03
9.59546524e+02	2.92461964e-07	7.35836141e-04	4.82999097e-03
9.63006061e+02	2.42864168e-07	6.68976827e-04	4.40020560e-03
9.66478072e+02	1.93087553e-07	6.01876458e-04	3.96887069e-03
9.69962600e+02	1.43131474e-07	5.34534167e-04	3.53598064e-03
